Date,Close,High,Low,Open,Volume,MA_20,MA_50,MA_100,Trend,Momentum,Returns,Volatility,Signal
2024-10-04,411.24957275390625,414.8969119270876,410.172178794162,413.4043606733947,19169700,421.40330657958987,413.43736938476565,423.2325912475586,False,-11.821746826171875,-0.0011523660342057651,0.011442422662848995,1
2024-10-07,404.8049621582031,412.287415913181,404.2711971193028,411.190264062665,20919800,421.5920974731445,413.14153259277344,423.1780108642578,False,-20.519989013671875,-0.01567080192338488,0.011906580510113134,1
2024-10-08,409.9151611328125,410.8541894054543,403.45079759655545,406.1492143378804,19229300,421.61730041503904,412.91908874511716,423.102802734375,False,-5.910888671875,0.012623854577682447,0.011289299752717774,1
2024-10-09,412.63336181640625,415.5196143481407,409.5098937927917,411.0518548194861,14974300,421.3415252685547,412.8261926269531,423.07539733886716,False,0.326141357421875,0.006631129905227073,0.010266877793804802,1
2024-10-10,411.0321350097656,412.5246863355552,408.37323385448985,410.4292021904471,13848400,420.78997802734375,412.7914532470703,423.0396759033203,False,-0.69189453125,-0.0038805073821274183,0.010013638546823597,1
2024-10-11,411.5065612792969,412.3071937353824,408.4720490414364,411.3286496589972,14144900,420.08472747802733,412.79067138671877,422.9580825805664,False,0.256988525390625,0.001154231577343623,0.009772942750513288,1
2024-10-14,414.2939453125,419.1372858012014,412.6926503077809,412.9397598241915,16653100,419.48177947998045,413.0157373046875,422.8678564453125,False,9.488983154296875,0.006773607751326516,0.009928073765377382,1
2024-10-15,413.8985595703125,417.5953385694475,410.45881429415135,417.2987890411578,18900200,418.67076416015624,413.49613708496094,422.75907440185546,False,3.9833984375,-0.0009543604164653496,0.009634704342463139,1
2024-10-16,411.3088684082031,411.5460839058675,405.7340930599272,410.36987028679,15508900,417.94475708007815,413.83673217773435,422.65912567138673,False,-1.324493408203125,-0.00625682574203168,0.009505267474487142,1
2024-10-17,411.9019775390625,417.615149262022,410.7850375205949,417.4767534317117,14820000,416.8589599609375,414.21247436523436,422.5339294433594,False,0.869842529296875,0.0014420042367546682,0.008313001214823913,1
2024-10-18,413.3253173828125,414.7980806340248,411.44729085370335,412.3171212877513,17145300,416.0133529663086,414.5326196289063,422.42138824462893,False,1.818756103515625,0.003455530493574832,0.008318779229474561,1
2024-10-21,413.9381103515625,414.1160219717621,408.9662678666254,411.30886136013186,14206100,415.2853668212891,414.7993103027344,422.3263217163086,False,-0.3558349609375,0.0014825923866221835,0.008338038706869754,1
2024-10-22,422.5672302246094,425.6017126142665,413.20671913798,413.65149823512496,25482200,415.20332794189454,415.2229943847656,422.46061157226563,False,8.668670654296875,0.02084640108570346,0.009492939875410882,0
2024-10-23,419.6907958984375,426.0958550629279,417.6447219254542,425.8783974885326,19654400,414.83216705322263,415.44707092285154,422.5615985107422,False,8.381927490234375,-0.006807045412970059,0.0094539389731818,0
2024-10-24,419.8193054199219,421.054852987084,417.51622786247975,420.4123441203712,13581600,414.50697174072263,415.6174774169922,422.6797561645508,False,7.917327880859375,0.00030620047601770395,0.009454024936716716,0
2024-10-25,423.1997985839844,427.51926858228103,421.638079540004,421.82588520642906,16899100,414.51339569091795,415.7582312011719,422.8065591430664,False,9.874481201171875,0.008052257531799834,0.009501576687907324,0
2024-10-28,421.6578063964844,426.94595627618617,421.37115090072086,426.6691948141605,14882400,414.3300384521484,415.9187536621094,422.8396008300781,False,7.719696044921875,-0.003643650570391288,0.009451370798927912,0
2024-10-29,426.9558715820313,428.16176733338216,420.8769528188613,423.05152881793293,17644100,414.88652954101565,416.1247448730469,422.9205917358398,False,4.388641357421932,0.012564845486496612,0.008343586691672093,0
2024-10-30,427.5291748046875,433.43015208412135,427.10415361686785,432.38241000195467,29749100,415.64762725830076,416.2775579833984,423.0139260864258,False,7.83837890625,0.001342769266837518,0.00801812860294861,0
2024-10-31,401.65185546875,411.3484314804884,401.6024154615227,410.55766284750285,53971000,415.1440185546875,415.9258721923828,422.80882354736326,False,-18.167449951171875,-0.060527610420409994,0.01610245230163973,0
2024-11-01,405.6253662109375,410.69605883957496,402.7885534948901,404.2811047814158,24230400,414.86280822753906,415.82347106933594,422.5959979248047,False,-17.574432373046875,0.009892922659476389,0.016289280657203697,0
2024-11-04,403.7374267578125,405.67478719502446,400.88085627166146,405.06193022116906,19672300,414.8094314575195,415.65879699707034,422.2816104125977,False,-17.920379638671875,-0.004654391984310058,0.015933747574325387,0
2024-11-05,406.7027282714844,410.1029577159873,403.36180269923256,403.64845819160416,17626000,414.6488098144531,415.61866638183596,421.99174530029296,False,-20.253143310546932,0.007344628754100357,0.015756214980869574,0
2024-11-06,415.3219604492187,415.5888580717451,405.7736437068039,407.65170044035887,26681800,414.7832397460937,415.74400146484373,421.77830474853516,False,-12.207214355468807,0.02119295391591458,0.016414675271106537,0
2024-11-07,420.5112609863281,421.9148565188348,415.02544097960697,416.4092484424542,19901800,415.2571960449219,416.03717224121095,421.55953094482425,False,18.859405517578125,0.01249464519404797,0.01659437981877761,0
2024-11-08,417.6546630859375,421.568869701991,416.9034404414896,420.40251992805025,16891400,415.5646011352539,416.22339416503905,421.33222045898435,False,12.029296875,-0.006793154346664498,0.016692291363418446,0
2024-11-11,413.1770935058594,419.89846171842794,411.19032291788955,417.6349296196992,24503300,415.5087585449219,416.2405938720703,421.0664486694336,False,9.439666748046875,-0.010720746051282148,0.016824917909444317,0
2024-11-12,418.1389770507813,419.5326784209289,412.37639607879026,413.41424403977334,19401200,415.7207794189453,416.5092517089844,420.81003997802736,False,11.436248779296932,0.01200909639694614,0.017034495473970054,0
2024-11-13,420.2839050292969,424.366129168666,413.3747019871383,416.7650676989441,21502200,416.16953125,416.83148315429685,420.59589935302733,False,4.961944580078182,0.005129701119097163,0.01698166324462269,0
2024-11-14,421.9544067382813,423.21960645486104,415.144052914958,420.0862440210885,30246900,416.6721527099609,417.19720642089845,420.366100769043,False,1.4431457519531818,0.003974698267039223,0.01699284164171048,0
2024-11-15,410.2017822265625,417.9115867904691,408.8575209855674,414.9660607681038,28247600,416.51597595214844,417.4601300048828,420.0068377685547,False,-7.452880859375,-0.027852830362803616,0.018188426731316938,0
2024-11-18,410.9530944824219,413.5625557641184,407.3354068851738,410.07336996510656,24727000,416.3667251586914,417.6586090087891,419.64828002929687,False,-2.2239990234375,0.0018315675075355475,0.018190311613119462,0
2024-11-19,412.9595642089844,413.1078238917421,406.79168992363145,408.3336509537854,18133500,415.88634185791017,417.7295782470703,419.3679995727539,False,-5.179412841796932,0.004882478690395375,0.017557383840529447,0
